MedicineID,Medicine Name,Category,Manufacturer,Batch No,Unit Price (?),Stock Quantity,Reorder Level,Manufacture Date,Expiry Date,Supplier,Stock Value (?)
MED0777,Vitamin D3 Capsule,Cardiovascular,Reddy Laboratories,B63626,32.99,749,150,2025-03-15,2027-11-30,Reddy Laboratories,24709.51
MED0778,Ranitidine 150mg,Vitamin,Cipla TN,B76065,221.97,685,150,2025-03-15,2027-11-30,Cipla TN,152049.45
MED0779,Cefixime 200mg,Antibiotic,Reddy Laboratories,B65878,220.55,592,150,2025-03-15,2027-11-30,Reddy Laboratories,130565.6
MED0780,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B54555,175.08,457,150,2025-03-15,2027-11-30,Micro Labs,80011.56
MED0781,Cetirizine Syrup,Antihistamine,Zydus Healthcare,B69502,101.95,196,150,2025-03-15,2027-11-30,Zydus Healthcare,19982.2
MED0782,Amoxicillin 500mg,Vitamin,Cipla TN,B96488,69,898,150,2025-03-15,2027-11-30,Cipla TN,61962
MED0783,Pantoprazole 40mg,Antibiotic,Reddy Laboratories,B38022,25.27,75,150,2025-03-15,2027-11-30,Reddy Laboratories,1895.25
MED0784,Metformin 500mg,Antibiotic,Abbott India,B80272,75.83,1881,150,2025-03-15,2027-11-30,Abbott India,142636.23
MED0785,Pantoprazole 40mg,Antacid,Micro Labs,B10794,142.77,1053,150,2025-03-15,2027-11-30,Micro Labs,150336.81
MED0786,Amoxicillin 500mg,Anti-inflammatory,SunPharma Ltd,B16795,215.32,1579,150,2025-03-15,2027-11-30,SunPharma Ltd,339990.28
MED0787,Metformin 500mg,Antihistamine,Micro Labs,B36328,222.48,1121,150,2025-03-15,2027-11-30,Micro Labs,249400.08
MED0788,Cefixime 200mg,Vitamin,Zydus Healthcare,B46389,145.14,97,150,2025-03-15,2027-11-30,Zydus Healthcare,14078.58
MED0789,Metformin 500mg,Antacid,Cipla TN,B89687,224.71,1240,150,2025-03-15,2027-11-30,Cipla TN,278640.4
MED0790,Vitamin D3 Capsule,Antihistamine,SunPharma Ltd,B58671,249.48,1153,150,2025-03-15,2027-11-30,SunPharma Ltd,287650.44
MED0791,Metformin 500mg,Antibiotic,Reddy Laboratories,B70874,196.01,1983,150,2025-03-15,2027-11-30,Reddy Laboratories,388687.83
MED0792,Vitamin D3 Capsule,Anti-inflammatory,Abbott India,B80400,224.61,880,150,2025-03-15,2027-11-30,Abbott India,197656.8
MED0793,Pantoprazole 40mg,Antacid,Reddy Laboratories,B44626,17.98,944,150,2025-03-15,2027-11-30,Reddy Laboratories,16973.12
MED0794,Metformin 500mg,Antibiotic,Micro Labs,B74414,78.3,1467,150,2025-03-15,2027-11-30,Micro Labs,114866.1
MED0795,Paracetamol 650mg,Antidiabetic,Cipla TN,B50459,107.67,1999,150,2025-03-15,2027-11-30,Cipla TN,215232.33
MED0796,Diclofenac 50mg,Antacid,SunPharma Ltd,B88405,74.72,414,150,2025-03-15,2027-11-30,SunPharma Ltd,30934.08
MED0797,Cetirizine Syrup,Vitamin,Zydus Healthcare,B11898,50.07,399,150,2025-03-15,2027-11-30,Zydus Healthcare,19977.93
MED0798,Ranitidine 150mg,Anti-inflammatory,Abbott India,B68654,183.64,1785,150,2025-03-15,2027-11-30,Abbott India,327797.4
MED0799,Diclofenac 50mg,Vitamin,Reddy Laboratories,B58554,129.39,1160,150,2025-03-15,2027-11-30,Reddy Laboratories,150092.4
MED0800,Diclofenac 50mg,Antihistamine,Abbott India,B56814,72.56,885,150,2025-03-15,2027-11-30,Abbott India,64215.6
MED0801,Paracetamol 650mg,Antihistamine,Cipla TN,B88871,135.04,266,150,2025-03-15,2027-11-30,Cipla TN,35920.64
MED0802,Azithromycin 500mg,Antihistamine,Micro Labs,B53056,225.59,199,150,2025-03-15,2027-11-30,Micro Labs,44892.41
MED0803,Amoxicillin 500mg,Antacid,Cipla TN,B81600,176.73,515,150,2025-03-15,2027-11-30,Cipla TN,91015.95
MED0804,Cetirizine Syrup,Antibiotic,Abbott India,B98373,172.74,1195,150,2025-03-15,2027-11-30,Abbott India,206424.3
MED0805,Cetirizine Syrup,Antihistamine,Cipla TN,B67148,96.18,1667,150,2025-03-15,2027-11-30,Cipla TN,160332.06
MED0806,Telmisartan 40mg,Antidiabetic,Micro Labs,B42924,5.82,440,150,2025-03-15,2027-11-30,Micro Labs,2560.8
MED0807,Pantoprazole 40mg,Cardiovascular,SunPharma Ltd,B84501,121.73,607,150,2025-03-15,2027-11-30,SunPharma Ltd,73890.11
MED0808,Atorvastatin 10mg,Cardiovascular,Micro Labs,B93489,217.64,1381,150,2025-03-15,2027-11-30,Micro Labs,300560.84
MED0809,Pantoprazole 40mg,Cardiovascular,Abbott India,B72309,86.17,840,150,2025-03-15,2027-11-30,Abbott India,72382.8
MED0810,Atorvastatin 10mg,Cardiovascular,Micro Labs,B33091,238.62,1423,150,2025-03-15,2027-11-30,Micro Labs,339556.26
MED0811,Paracetamol 650mg,Analgesic,SunPharma Ltd,B83839,28.52,613,150,2025-03-15,2027-11-30,SunPharma Ltd,17482.76
MED0812,Atorvastatin 10mg,Cardiovascular,Zydus Healthcare,B88330,206.73,1083,150,2025-03-15,2027-11-30,Zydus Healthcare,223888.59
MED0813,Cefixime 200mg,Antacid,Abbott India,B58643,46.64,984,150,2025-03-15,2027-11-30,Abbott India,45893.76
MED0814,Diclofenac 50mg,Vitamin,Micro Labs,B73389,54.91,1567,150,2025-03-15,2027-11-30,Micro Labs,86043.97
MED0815,Cefixime 200mg,Antidiabetic,Micro Labs,B42337,172.79,1446,150,2025-03-15,2027-11-30,Micro Labs,249854.34
MED0816,Atorvastatin 10mg,Antibiotic,Zydus Healthcare,B22965,244.57,677,150,2025-03-15,2027-11-30,Zydus Healthcare,165573.89
MED0817,Diclofenac 50mg,Cardiovascular,Zydus Healthcare,B17135,154.58,1583,150,2025-03-15,2027-11-30,Zydus Healthcare,244700.14
MED0818,Cefixime 200mg,Antacid,Cipla TN,B49884,103.44,1920,150,2025-03-15,2027-11-30,Cipla TN,198604.8
MED0819,Pantoprazole 40mg,Vitamin,Abbott India,B62214,127.41,181,150,2025-03-15,2027-11-30,Abbott India,23061.21
MED0820,Metformin 500mg,Antibiotic,Cipla TN,B27428,85.65,1507,150,2025-03-15,2027-11-30,Cipla TN,129074.55
MED0821,Cetirizine Syrup,Cardiovascular,Abbott India,B75107,241.29,222,150,2025-03-15,2027-11-30,Abbott India,53566.38
MED0822,Vitamin D3 Capsule,Antacid,Reddy Laboratories,B44782,119.61,595,150,2025-03-15,2027-11-30,Reddy Laboratories,71167.95
MED0823,Diclofenac 50mg,Cardiovascular,Abbott India,B60486,124.22,404,150,2025-03-15,2027-11-30,Abbott India,50184.88
MED0824,Metformin 500mg,Analgesic,SunPharma Ltd,B26396,96.56,179,150,2025-03-15,2027-11-30,SunPharma Ltd,17284.24
MED0825,Telmisartan 40mg,Antidiabetic,Zydus Healthcare,B32614,24.65,300,150,2025-03-15,2027-11-30,Zydus Healthcare,7395
MED0826,Cetirizine Syrup,Analgesic,Abbott India,B90067,92.79,469,150,2025-03-15,2027-11-30,Abbott India,43518.51
MED0827,Metformin 500mg,Anti-inflammatory,SunPharma Ltd,B21629,125.98,1095,150,2025-03-15,2027-11-30,SunPharma Ltd,137948.1
MED0828,Telmisartan 40mg,Cardiovascular,Reddy Laboratories,B43469,82.22,1237,150,2025-03-15,2027-11-30,Reddy Laboratories,101706.14
MED0829,Metformin 500mg,Analgesic,Abbott India,B53406,76.44,485,150,2025-03-15,2027-11-30,Abbott India,37073.4
MED0830,Azithromycin 500mg,Anti-inflammatory,Micro Labs,B83654,29.58,1864,150,2025-03-15,2027-11-30,Micro Labs,55137.12
MED0831,Amoxicillin 500mg,Vitamin,Cipla TN,B84070,207.7,1708,150,2025-03-15,2027-11-30,Cipla TN,354751.6
MED0832,Vitamin D3 Capsule,Vitamin,Cipla TN,B15334,149.31,1630,150,2025-03-15,2027-11-30,Cipla TN,243375.3
MED0833,Ranitidine 150mg,Antihistamine,SunPharma Ltd,B75480,157.18,34,150,2025-03-15,2027-11-30,SunPharma Ltd,5344.12
MED0834,Cetirizine Syrup,Analgesic,Micro Labs,B85507,141.53,675,150,2025-03-15,2027-11-30,Micro Labs,95532.75
MED0835,Pantoprazole 40mg,Anti-inflammatory,Reddy Laboratories,B57782,194.96,1844,150,2025-03-15,2027-11-30,Reddy Laboratories,359506.24
MED0836,Ranitidine 150mg,Antacid,SunPharma Ltd,B86197,19.8,102,150,2025-03-15,2027-11-30,SunPharma Ltd,2019.6
MED0837,Azithromycin 500mg,Antihistamine,Abbott India,B74994,77.26,70,150,2025-03-15,2027-11-30,Abbott India,5408.2
MED0838,Cefixime 200mg,Antidiabetic,Micro Labs,B25316,236.89,812,150,2025-03-15,2027-11-30,Micro Labs,192354.68
MED0839,Paracetamol 650mg,Cardiovascular,SunPharma Ltd,B84922,63.36,136,150,2025-03-15,2027-11-30,SunPharma Ltd,8616.96
MED0840,Pantoprazole 40mg,Antibiotic,Zydus Healthcare,B63749,134.4,1272,150,2025-03-15,2027-11-30,Zydus Healthcare,170956.8
MED0841,Pantoprazole 40mg,Vitamin,Abbott India,B90535,248.96,1029,150,2025-03-15,2027-11-30,Abbott India,256179.84
MED0842,Metformin 500mg,Antibiotic,Reddy Laboratories,B63014,195,905,150,2025-03-15,2027-11-30,Reddy Laboratories,176475
MED0843,Amoxicillin 500mg,Cardiovascular,Micro Labs,B60423,160,1300,150,2025-03-15,2027-11-30,Micro Labs,208000
MED0844,Vitamin D3 Capsule,Antacid,SunPharma Ltd,B24075,100.04,865,150,2025-03-15,2027-11-30,SunPharma Ltd,86534.6
MED0845,Cefixime 200mg,Antibiotic,Abbott India,B10605,233.35,480,150,2025-03-15,2027-11-30,Abbott India,112008
MED0846,Azithromycin 500mg,Cardiovascular,Reddy Laboratories,B59101,138.23,1299,150,2025-03-15,2027-11-30,Reddy Laboratories,179560.77
MED0847,Cefixime 200mg,Antidiabetic,Micro Labs,B74658,16.94,666,150,2025-03-15,2027-11-30,Micro Labs,11282.04
MED0848,Cefixime 200mg,Antihistamine,Reddy Laboratories,B56402,144.3,1908,150,2025-03-15,2027-11-30,Reddy Laboratories,275324.4
MED0849,Metformin 500mg,Antacid,Zydus Healthcare,B56993,111.83,1729,150,2025-03-15,2027-11-30,Zydus Healthcare,193354.07
MED0850,Cetirizine Syrup,Antidiabetic,Micro Labs,B25468,101.13,784,150,2025-03-15,2027-11-30,Micro Labs,79285.92
MED0851,Azithromycin 500mg,Antihistamine,Reddy Laboratories,B26722,40.07,188,150,2025-03-15,2027-11-30,Reddy Laboratories,7533.16
MED0852,Cefixime 200mg,Antidiabetic,Cipla TN,B38270,238.91,189,150,2025-03-15,2027-11-30,Cipla TN,45153.99
MED0853,Ranitidine 150mg,Antacid,Reddy Laboratories,B86827,56.22,352,150,2025-03-15,2027-11-30,Reddy Laboratories,19789.44
MED0854,Metformin 500mg,Antidiabetic,Reddy Laboratories,B45241,177.26,660,150,2025-03-15,2027-11-30,Reddy Laboratories,116991.6
MED0855,Metformin 500mg,Antihistamine,Zydus Healthcare,B67450,156.98,1954,150,2025-03-15,2027-11-30,Zydus Healthcare,306738.92
MED0856,Azithromycin 500mg,Vitamin,Abbott India,B16511,111.33,548,150,2025-03-15,2027-11-30,Abbott India,61008.84
MED0857,Vitamin D3 Capsule,Antibiotic,Zydus Healthcare,B95330,123.97,1512,150,2025-03-15,2027-11-30,Zydus Healthcare,187442.64
MED0858,Cefixime 200mg,Anti-inflammatory,SunPharma Ltd,B23950,192.48,549,150,2025-03-15,2027-11-30,SunPharma Ltd,105671.52
MED0859,Diclofenac 50mg,Cardiovascular,Cipla TN,B13534,207.27,1509,150,2025-03-15,2027-11-30,Cipla TN,312770.43
MED0860,Amoxicillin 500mg,Antihistamine,Cipla TN,B66310,16.57,850,150,2025-03-15,2027-11-30,Cipla TN,14084.5
MED0861,Cefixime 200mg,Antacid,Cipla TN,B71572,208.2,1087,150,2025-03-15,2027-11-30,Cipla TN,226313.4
MED0862,Diclofenac 50mg,Vitamin,Zydus Healthcare,B82807,159.01,1608,150,2025-03-15,2027-11-30,Zydus Healthcare,255688.08
MED0863,Metformin 500mg,Antacid,Reddy Laboratories,B59781,130.87,1854,150,2025-03-15,2027-11-30,Reddy Laboratories,242632.98
MED0864,Amoxicillin 500mg,Vitamin,SunPharma Ltd,B63283,26.47,605,150,2025-03-15,2027-11-30,SunPharma Ltd,16014.35
MED0865,Amoxicillin 500mg,Vitamin,Abbott India,B18203,218.21,1451,150,2025-03-15,2027-11-30,Abbott India,316622.71
MED0866,Atorvastatin 10mg,Antihistamine,Reddy Laboratories,B27340,178.89,1606,150,2025-03-15,2027-11-30,Reddy Laboratories,287297.34
MED0867,Paracetamol 650mg,Antidiabetic,Cipla TN,B44723,58.47,926,150,2025-03-15,2027-11-30,Cipla TN,54143.22
MED0868,Amoxicillin 500mg,Antacid,Zydus Healthcare,B61955,158.4,620,150,2025-03-15,2027-11-30,Zydus Healthcare,98208
MED0869,Ranitidine 150mg,Antihistamine,Cipla TN,B45794,104.21,1162,150,2025-03-15,2027-11-30,Cipla TN,121092.02
MED0870,Pantoprazole 40mg,Antacid,SunPharma Ltd,B68990,206.06,976,150,2025-03-15,2027-11-30,SunPharma Ltd,201114.56
MED0871,Cefixime 200mg,Antidiabetic,SunPharma Ltd,B97746,185.71,1837,150,2025-03-15,2027-11-30,SunPharma Ltd,341149.27
MED0872,Atorvastatin 10mg,Antihistamine,Zydus Healthcare,B90373,172.61,1553,150,2025-03-15,2027-11-30,Zydus Healthcare,268063.33
MED0873,Atorvastatin 10mg,Antibiotic,Cipla TN,B24099,247.87,1718,150,2025-03-15,2027-11-30,Cipla TN,425840.66
MED0874,Telmisartan 40mg,Anti-inflammatory,Reddy Laboratories,B84675,174.69,1687,150,2025-03-15,2027-11-30,Reddy Laboratories,294702.03
MED0875,Azithromycin 500mg,Antidiabetic,Zydus Healthcare,B88735,112.91,1022,150,2025-03-15,2027-11-30,Zydus Healthcare,115394.02
MED0876,Paracetamol 650mg,Analgesic,Abbott India,B22281,36.37,1268,150,2025-03-15,2027-11-30,Abbott India,46117.16
MED0877,Paracetamol 650mg,Antacid,SunPharma Ltd,B36111,210.38,542,150,2025-03-15,2027-11-30,SunPharma Ltd,114025.96
MED0878,Atorvastatin 10mg,Antibiotic,Micro Labs,B50916,242.88,438,150,2025-03-15,2027-11-30,Micro Labs,106381.44
MED0879,Ranitidine 150mg,Vitamin,Abbott India,B86167,157.85,1681,150,2025-03-15,2027-11-30,Abbott India,265345.85
MED0880,Cetirizine Syrup,Antacid,Cipla TN,B15094,153.08,1160,150,2025-03-15,2027-11-30,Cipla TN,177572.8
MED0881,Cefixime 200mg,Analgesic,Reddy Laboratories,B46131,9.94,1344,150,2025-03-15,2027-11-30,Reddy Laboratories,13359.36
MED0882,Telmisartan 40mg,Antacid,Zydus Healthcare,B37961,135.78,45,150,2025-03-15,2027-11-30,Zydus Healthcare,6110.1
MED0883,Pantoprazole 40mg,Antibiotic,Abbott India,B60509,109.33,590,150,2025-03-15,2027-11-30,Abbott India,64504.7
MED0884,Atorvastatin 10mg,Anti-inflammatory,Abbott India,B50059,172.54,160,150,2025-03-15,2027-11-30,Abbott India,27606.4
MED0885,Pantoprazole 40mg,Analgesic,Reddy Laboratories,B91462,19.17,1380,150,2025-03-15,2027-11-30,Reddy Laboratories,26454.6
MED0886,Atorvastatin 10mg,Analgesic,Reddy Laboratories,B87530,133.27,1954,150,2025-03-15,2027-11-30,Reddy Laboratories,260409.58
MED0887,Atorvastatin 10mg,Antacid,Micro Labs,B43025,50.21,288,150,2025-03-15,2027-11-30,Micro Labs,14460.48
MED0888,Azithromycin 500mg,Anti-inflammatory,Reddy Laboratories,B23589,131.2,1610,150,2025-03-15,2027-11-30,Reddy Laboratories,211232
MED0889,Paracetamol 650mg,Cardiovascular,Reddy Laboratories,B82370,178.84,1488,150,2025-03-15,2027-11-30,Reddy Laboratories,266113.92
MED0890,Paracetamol 650mg,Antibiotic,Cipla TN,B99471,38.3,1226,150,2025-03-15,2027-11-30,Cipla TN,46955.8
MED0891,Vitamin D3 Capsule,Vitamin,SunPharma Ltd,B76186,243.18,53,150,2025-03-15,2027-11-30,SunPharma Ltd,12888.54
MED0892,Paracetamol 650mg,Antihistamine,SunPharma Ltd,B88655,172.54,1253,150,2025-03-15,2027-11-30,SunPharma Ltd,216192.62
MED0893,Paracetamol 650mg,Antibiotic,Reddy Laboratories,B62191,99.43,1903,150,2025-03-15,2027-11-30,Reddy Laboratories,189215.29
MED0894,Diclofenac 50mg,Anti-inflammatory,Cipla TN,B25802,31.33,1274,150,2025-03-15,2027-11-30,Cipla TN,39914.42
MED0895,Atorvastatin 10mg,Anti-inflammatory,Micro Labs,B76945,143.37,1318,150,2025-03-15,2027-11-30,Micro Labs,188961.66
MED0896,Diclofenac 50mg,Antibiotic,Zydus Healthcare,B53871,58.04,547,150,2025-03-15,2027-11-30,Zydus Healthcare,31747.88
MED0897,Atorvastatin 10mg,Cardiovascular,Zydus Healthcare,B39495,73.15,329,150,2025-03-15,2027-11-30,Zydus Healthcare,24066.35
MED0898,Amoxicillin 500mg,Cardiovascular,Micro Labs,B21263,20.2,325,150,2025-03-15,2027-11-30,Micro Labs,6565
MED0899,Diclofenac 50mg,Cardiovascular,SunPharma Ltd,B51128,79.68,1050,150,2025-03-15,2027-11-30,SunPharma Ltd,83664
MED0900,Metformin 500mg,Vitamin,Zydus Healthcare,B65883,145.26,974,150,2025-03-15,2027-11-30,Zydus Healthcare,141483.24
MED0901,Paracetamol 650mg,Antacid,Abbott India,B82089,61.16,732,150,2025-03-15,2027-11-30,Abbott India,44769.12
MED0902,Metformin 500mg,Antacid,Abbott India,B84674,23.41,1218,150,2025-03-15,2027-11-30,Abbott India,28513.38
MED0903,Vitamin D3 Capsule,Antacid,Cipla TN,B48639,76.89,419,150,2025-03-15,2027-11-30,Cipla TN,32216.91
MED0904,Metformin 500mg,Analgesic,Zydus Healthcare,B27674,107.9,853,150,2025-03-15,2027-11-30,Zydus Healthcare,92038.7
MED0905,Atorvastatin 10mg,Antihistamine,Abbott India,B92306,125.86,1137,150,2025-03-15,2027-11-30,Abbott India,143102.82
MED0906,Vitamin D3 Capsule,Antacid,Abbott India,B73948,106.15,1961,150,2025-03-15,2027-11-30,Abbott India,208160.15
MED0907,Paracetamol 650mg,Antidiabetic,Abbott India,B44070,86.56,1122,150,2025-03-15,2027-11-30,Abbott India,97120.32
MED0908,Vitamin D3 Capsule,Antibiotic,Micro Labs,B24876,21.43,1898,150,2025-03-15,2027-11-30,Micro Labs,40674.14
MED0909,Ranitidine 150mg,Vitamin,Zydus Healthcare,B33051,187.46,791,150,2025-03-15,2027-11-30,Zydus Healthcare,148280.86
MED0910,Pantoprazole 40mg,Antacid,Zydus Healthcare,B37653,15.38,1078,150,2025-03-15,2027-11-30,Zydus Healthcare,16579.64
MED0911,Ranitidine 150mg,Analgesic,Reddy Laboratories,B64840,216.76,1947,150,2025-03-15,2027-11-30,Reddy Laboratories,422031.72
MED0912,Amoxicillin 500mg,Cardiovascular,Reddy Laboratories,B20070,80.56,813,150,2025-03-15,2027-11-30,Reddy Laboratories,65495.28
MED0913,Diclofenac 50mg,Cardiovascular,Zydus Healthcare,B10797,117.31,1326,150,2025-03-15,2027-11-30,Zydus Healthcare,155553.06
MED0914,Cefixime 200mg,Antidiabetic,Reddy Laboratories,B22669,176.96,625,150,2025-03-15,2027-11-30,Reddy Laboratories,110600
MED0915,Pantoprazole 40mg,Antidiabetic,Zydus Healthcare,B65566,20.26,1082,150,2025-03-15,2027-11-30,Zydus Healthcare,21921.32
MED0916,Vitamin D3 Capsule,Anti-inflammatory,Reddy Laboratories,B15289,175.48,1858,150,2025-03-15,2027-11-30,Reddy Laboratories,326041.84
MED0917,Ranitidine 150mg,Antacid,Micro Labs,B66964,153.62,1144,150,2025-03-15,2027-11-30,Micro Labs,175741.28
MED0918,Cefixime 200mg,Analgesic,Zydus Healthcare,B79560,81.03,1010,150,2025-03-15,2027-11-30,Zydus Healthcare,81840.3
MED0919,Diclofenac 50mg,Antibiotic,Abbott India,B15877,20.46,332,150,2025-03-15,2027-11-30,Abbott India,6792.72
MED0920,Atorvastatin 10mg,Anti-inflammatory,Zydus Healthcare,B39684,246.04,378,150,2025-03-15,2027-11-30,Zydus Healthcare,93003.12
MED0921,Azithromycin 500mg,Antidiabetic,Zydus Healthcare,B79447,47.59,1161,150,2025-03-15,2027-11-30,Zydus Healthcare,55251.99
MED0922,Amoxicillin 500mg,Antacid,Reddy Laboratories,B67203,25.25,1637,150,2025-03-15,2027-11-30,Reddy Laboratories,41334.25
MED0923,Ranitidine 150mg,Vitamin,Cipla TN,B34992,223.75,1408,150,2025-03-15,2027-11-30,Cipla TN,315040
MED0924,Diclofenac 50mg,Anti-inflammatory,Reddy Laboratories,B52706,160.09,208,150,2025-03-15,2027-11-30,Reddy Laboratories,33298.72
MED0925,Telmisartan 40mg,Antihistamine,Zydus Healthcare,B14490,95.29,1262,150,2025-03-15,2027-11-30,Zydus Healthcare,120255.98
MED0926,Amoxicillin 500mg,Cardiovascular,Cipla TN,B19903,155.32,497,150,2025-03-15,2027-11-30,Cipla TN,77194.04
MED0927,Cetirizine Syrup,Antidiabetic,Abbott India,B92976,133.76,398,150,2025-03-15,2027-11-30,Abbott India,53236.48
MED0928,Amoxicillin 500mg,Antidiabetic,Cipla TN,B13498,56.04,1693,150,2025-03-15,2027-11-30,Cipla TN,94875.72
MED0929,Azithromycin 500mg,Cardiovascular,Abbott India,B91438,41.65,1317,150,2025-03-15,2027-11-30,Abbott India,54853.05
MED0930,Cefixime 200mg,Vitamin,Reddy Laboratories,B56721,10.67,690,150,2025-03-15,2027-11-30,Reddy Laboratories,7362.3
MED0931,Vitamin D3 Capsule,Antihistamine,Cipla TN,B74533,169.02,154,150,2025-03-15,2027-11-30,Cipla TN,26029.08
MED0932,Pantoprazole 40mg,Antacid,Abbott India,B33583,62.41,1468,150,2025-03-15,2027-11-30,Abbott India,91617.88
MED0933,Ranitidine 150mg,Anti-inflammatory,Abbott India,B34312,207.13,376,150,2025-03-15,2027-11-30,Abbott India,77880.88
MED0934,Azithromycin 500mg,Vitamin,SunPharma Ltd,B53997,60.17,1498,150,2025-03-15,2027-11-30,SunPharma Ltd,90134.66
MED0935,Cefixime 200mg,Antibiotic,Micro Labs,B57351,30.84,820,150,2025-03-15,2027-11-30,Micro Labs,25288.8
MED0936,Cefixime 200mg,Antihistamine,Micro Labs,B45386,134.52,1670,150,2025-03-15,2027-11-30,Micro Labs,224648.4
MED0937,Atorvastatin 10mg,Antacid,Reddy Laboratories,B35286,217.59,684,150,2025-03-15,2027-11-30,Reddy Laboratories,148831.56
MED0938,Paracetamol 650mg,Vitamin,Reddy Laboratories,B97995,151.52,1578,150,2025-03-15,2027-11-30,Reddy Laboratories,239098.56
MED0939,Cefixime 200mg,Antihistamine,Abbott India,B77187,80.83,1798,150,2025-03-15,2027-11-30,Abbott India,145332.34
MED0940,Azithromycin 500mg,Antibiotic,Zydus Healthcare,B28394,189.88,554,150,2025-03-15,2027-11-30,Zydus Healthcare,105193.52
MED0941,Atorvastatin 10mg,Antibiotic,Zydus Healthcare,B71338,34.79,1691,150,2025-03-15,2027-11-30,Zydus Healthcare,58829.89
MED0942,Metformin 500mg,Antihistamine,Cipla TN,B81445,205.24,1403,150,2025-03-15,2027-11-30,Cipla TN,287951.72
MED0943,Pantoprazole 40mg,Antacid,Zydus Healthcare,B39136,22.16,870,150,2025-03-15,2027-11-30,Zydus Healthcare,19279.2
MED0944,Diclofenac 50mg,Antacid,Zydus Healthcare,B30191,63.32,612,150,2025-03-15,2027-11-30,Zydus Healthcare,38751.84
MED0945,Azithromycin 500mg,Antibiotic,Micro Labs,B94114,80.31,403,150,2025-03-15,2027-11-30,Micro Labs,32364.93
MED0946,Cefixime 200mg,Antacid,Micro Labs,B75196,232.21,223,150,2025-03-15,2027-11-30,Micro Labs,51782.83
MED0947,Diclofenac 50mg,Anti-inflammatory,Cipla TN,B80921,234.75,555,150,2025-03-15,2027-11-30,Cipla TN,130286.25
MED0948,Amoxicillin 500mg,Anti-inflammatory,Abbott India,B77966,202.96,411,150,2025-03-15,2027-11-30,Abbott India,83416.56
MED0949,Diclofenac 50mg,Analgesic,Zydus Healthcare,B84843,59.27,903,150,2025-03-15,2027-11-30,Zydus Healthcare,53520.81
MED0950,Pantoprazole 40mg,Analgesic,Zydus Healthcare,B76935,155.79,1680,150,2025-03-15,2027-11-30,Zydus Healthcare,261727.2
MED0951,Atorvastatin 10mg,Antihistamine,Zydus Healthcare,B42286,153.16,677,150,2025-03-15,2027-11-30,Zydus Healthcare,103689.32
MED0952,Ranitidine 150mg,Cardiovascular,SunPharma Ltd,B88986,232.18,1921,150,2025-03-15,2027-11-30,SunPharma Ltd,446017.78
MED0953,Vitamin D3 Capsule,Antibiotic,Reddy Laboratories,B82988,85.77,710,150,2025-03-15,2027-11-30,Reddy Laboratories,60896.7
MED0954,Ranitidine 150mg,Antidiabetic,Micro Labs,B57510,104.16,915,150,2025-03-15,2027-11-30,Micro Labs,95306.4
MED0955,Vitamin D3 Capsule,Vitamin,Abbott India,B69977,39.79,290,150,2025-03-15,2027-11-30,Abbott India,11539.1
MED0956,Metformin 500mg,Antihistamine,Reddy Laboratories,B33074,11.69,289,150,2025-03-15,2027-11-30,Reddy Laboratories,3378.41
MED0957,Metformin 500mg,Antibiotic,SunPharma Ltd,B52674,191.58,46,150,2025-03-15,2027-11-30,SunPharma Ltd,8812.68
MED0958,Telmisartan 40mg,Antihistamine,SunPharma Ltd,B35236,108.03,264,150,2025-03-15,2027-11-30,SunPharma Ltd,28519.92
MED0959,Pantoprazole 40mg,Antacid,Abbott India,B62822,153.45,1493,150,2025-03-15,2027-11-30,Abbott India,229100.85
MED0960,Pantoprazole 40mg,Anti-inflammatory,SunPharma Ltd,B51813,178.64,427,150,2025-03-15,2027-11-30,SunPharma Ltd,76279.28
MED0961,Telmisartan 40mg,Cardiovascular,Reddy Laboratories,B24783,132.48,369,150,2025-03-15,2027-11-30,Reddy Laboratories,48885.12
MED0962,Diclofenac 50mg,Antacid,Zydus Healthcare,B49970,180.73,507,150,2025-03-15,2027-11-30,Zydus Healthcare,91630.11
MED0963,Ranitidine 150mg,Antacid,SunPharma Ltd,B27139,84.27,1040,150,2025-03-15,2027-11-30,SunPharma Ltd,87640.8
MED0964,Azithromycin 500mg,Antacid,Zydus Healthcare,B79134,5.88,649,150,2025-03-15,2027-11-30,Zydus Healthcare,3816.12
MED0965,Paracetamol 650mg,Vitamin,SunPharma Ltd,B54874,156.03,924,150,2025-03-15,2027-11-30,SunPharma Ltd,144171.72
MED0966,Pantoprazole 40mg,Anti-inflammatory,Micro Labs,B86345,225.17,1062,150,2025-03-15,2027-11-30,Micro Labs,239130.54
MED0967,Cefixime 200mg,Anti-inflammatory,Zydus Healthcare,B70464,154.22,1458,150,2025-03-15,2027-11-30,Zydus Healthcare,224852.76
MED0968,Cefixime 200mg,Vitamin,Reddy Laboratories,B81102,168.63,627,150,2025-03-15,2027-11-30,Reddy Laboratories,105731.01
MED0969,Cefixime 200mg,Antibiotic,SunPharma Ltd,B31716,190.74,366,150,2025-03-15,2027-11-30,SunPharma Ltd,69810.84
MED0970,Telmisartan 40mg,Vitamin,SunPharma Ltd,B68504,55.16,1867,150,2025-03-15,2027-11-30,SunPharma Ltd,102983.72
MED0971,Ranitidine 150mg,Antacid,Micro Labs,B66936,20.43,987,150,2025-03-15,2027-11-30,Micro Labs,20164.41
