DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT0637,Anaesthesiology,Chennai (Adyar),Dr. Kannan Subramanian,102,58,44,22,10,11,15,14,Floor 2,Block D,1176038,2103625,Yes,19,Fully Operational,4.1
DEPT0638,Pediatrics,Tirunelveli,Dr. Ramesh Sundaram,66,63,3,20,5,20,33,17,Floor 3,Block C,1189602,1834277,Yes,19,Fully Operational,4.1
DEPT0639,Ophthalmology,Tiruchirappalli,Dr. Vijay Chandran,126,111,15,15,10,24,56,14,Floor 5,Block Emergency Wing,462818,781742,Yes,15,Fully Operational,4.9
DEPT0640,Dermatology,Chennai (Adyar),Dr. Anand Rajesh,69,34,35,24,22,20,34,9,Floor 5,Block B,1339786,2198319,Yes,54,Fully Operational,4.7
DEPT0641,Vascular Surgery,Salem,Dr. Ashok Swaminathan,149,15,134,5,4,18,37,27,Floor 5,Block D,869503,1435761,Yes,61,Fully Operational,4.9
DEPT0642,Vascular Surgery,Salem,Dr. Ashok Pandian,99,69,30,13,10,21,47,25,Floor 2,Block B,952692,1394512,Yes,13,Fully Operational,4.7
DEPT0643,Emergency & ICU,Madurai,Dr. Saravanan Rajesh,148,32,116,19,6,12,47,13,Floor 3,Block Emergency Wing,1169440,1574014,Yes,56,Fully Operational,4.2
DEPT0644,Oncology,Coimbatore,Dr. Dinesh Kumar,149,25,124,24,9,8,34,22,Floor 5,Block Emergency Wing,718810,1114366,Yes,11,Fully Operational,4.5
DEPT0645,ENT,Tiruchirappalli,Dr. Mani Krishnan,149,21,128,20,6,18,52,22,Floor 7,Block Specialty Tower,782737,921740,Yes,53,Fully Operational,4.5
DEPT0646,Psychiatry,Chennai (Main),Dr. Anand Rajesh,114,93,21,13,3,21,56,20,Floor 4,Block C,466964,655786,Yes,53,Fully Operational,5
DEPT0647,Endocrinology,Chennai (Adyar),Dr. Siva Rajesh,68,44,24,14,2,23,25,16,Floor 6,Block A,719814,863723,Yes,45,Fully Operational,4.3
DEPT0648,Gastroenterology,Chennai (Adyar),Dr. Saravanan Balaji,125,99,26,13,9,23,15,10,Floor 3,Block B,1409057,1865489,Yes,14,Fully Operational,4.9
DEPT0649,Plastic Surgery,Erode,Dr. Anand Chelliah,51,30,21,15,11,5,40,11,Floor 1,Block C,1226592,1498498,Yes,53,Fully Operational,4.3
DEPT0650,Psychiatry,Chennai (Main),Dr. Ganesh Natarajan,97,71,26,24,17,10,17,16,Floor 3,Block Emergency Wing,717740,1299577,No,36,Fully Operational,4.4
DEPT0651,ENT,Thanjavur,Dr. Arun Venkatesh,45,27,18,20,7,17,37,21,Floor 6,Block B,1187159,1520923,No,77,Fully Operational,4.2
DEPT0652,Cardiology,Tirunelveli,Dr. Prabhu Chandran,118,59,59,7,4,24,53,15,Floor 1,Block Emergency Wing,1060151,1519147,Yes,36,Inspection Due,4.9
DEPT0653,Gynecology & Obstetrics,Thanjavur,Dr. Ramesh Ganesan,60,39,21,18,4,20,27,12,Floor 3,Block C,1296114,2030685,No,77,Fully Operational,4.2
DEPT0654,Pediatrics,Chennai (Adyar),Dr. Dinesh Raman,114,54,60,13,4,9,17,13,Floor 5,Block B,1490866,2552570,No,26,Fully Operational,4.1
DEPT0655,Cardiothoracic Surgery,Salem,Dr. Arun Chandran,74,58,16,10,6,9,37,8,Floor 4,Block Specialty Tower,592527,774682,Yes,56,Inspection Due,4.2
DEPT0656,Orthopedics,Chennai (Adyar),Dr. Suresh Chandran,112,83,29,7,4,7,55,29,Floor 1,Block Specialty Tower,826761,978275,Yes,69,Fully Operational,4.6
DEPT0657,Gynecology & Obstetrics,Coimbatore,Dr. Kannan Pandian,65,31,34,24,5,6,58,14,Floor 4,Block B,401982,605311,Yes,23,Under Maintenance,4.6
DEPT0658,Psychiatry,Coimbatore,Dr. Karthik Murugesan,63,58,5,6,3,7,27,22,Floor 2,Block Specialty Tower,933556,1208806,No,77,Fully Operational,4.5
DEPT0659,ENT,Chennai (Main),Dr. Ramesh Chandran,91,20,71,17,7,20,26,24,Floor 6,Block B,1254940,1566959,Yes,26,Fully Operational,4.2
DEPT0660,Emergency & ICU,Chennai (Adyar),Dr. Saravanan Krishnan,124,60,64,7,5,15,58,21,Floor 5,Block Emergency Wing,660777,1090190,Yes,78,Inspection Due,4.8
DEPT0661,Endocrinology,Thanjavur,Dr. Suresh Swaminathan,99,21,78,14,4,16,51,13,Floor 3,Block B,399919,652050,Yes,12,Fully Operational,4
DEPT0662,Neurology,Vellore,Dr. Ashok Chelliah,81,73,8,17,16,17,55,14,Floor 4,Block Emergency Wing,456547,634168,No,76,Fully Operational,4.3
DEPT0663,Nephrology,Chennai (Main),Dr. Anand Swaminathan,48,18,30,12,8,13,29,9,Floor 3,Block C,1090023,1737320,No,29,Fully Operational,4.5
DEPT0664,Ophthalmology,Chennai (Adyar),Dr. Aravind Balaji,70,27,43,11,8,8,31,12,Floor 4,Block A,343923,621304,Yes,29,Fully Operational,4.6
DEPT0665,ENT,Chennai (Main),Dr. Anand Sundaram,48,29,19,16,3,17,23,27,Floor 6,Block D,1094686,1362974,Yes,82,Fully Operational,4.1
DEPT0666,Radiology & Imaging,Vellore,Dr. Vijay Sundaram,113,108,5,10,3,17,18,25,Floor 3,Block A,1370583,2370822,Yes,36,Fully Operational,4.9
DEPT0667,Dermatology,Vellore,Dr. Senthil Murugesan,43,24,19,13,6,20,33,27,Floor 3,Block B,997785,1522257,No,11,Fully Operational,4.9
DEPT0668,General Medicine,Tiruchirappalli,Dr. Ganesh Krishnan,139,22,117,4,3,13,36,23,Floor 3,Block B,513165,695763,Yes,69,Fully Operational,4.8
DEPT0669,Cardiothoracic Surgery,Coimbatore,Dr. Mani Ganesan,110,82,28,24,13,11,29,13,Floor 5,Block Specialty Tower,440926,609558,Yes,42,Fully Operational,4.7
DEPT0670,Dermatology,Vellore,Dr. Saravanan Srinivasan,76,17,59,10,6,17,54,18,Floor 4,Block B,1310193,2159894,Yes,75,Fully Operational,4.5
DEPT0671,Urology,Chennai (Main),Dr. Arun Srinivasan,120,113,7,5,3,9,54,26,Floor 5,Block B,976894,1673145,Yes,57,Fully Operational,4.1
DEPT0672,Psychiatry,Chennai (Adyar),Dr. Ashok Subramanian,55,22,33,12,11,13,27,11,Floor 1,Block Specialty Tower,813611,1253668,No,76,Under Maintenance,4
DEPT0673,Pulmonology,Madurai,Dr. Anand Swaminathan,77,39,38,5,3,16,31,22,Floor 2,Block Emergency Wing,1489844,1734675,Yes,66,Fully Operational,4.1
DEPT0674,Cardiology,Chennai (Main),Dr. Prabhu Swaminathan,70,45,25,15,2,5,53,25,Floor 7,Block D,1197486,2036743,Yes,48,Under Maintenance,4.7
DEPT0675,Gastroenterology,Erode,Dr. Siva Rajesh,59,24,35,24,5,6,42,25,Floor 2,Block A,1251406,2252123,Yes,35,Fully Operational,4.2
DEPT0676,Plastic Surgery,Thanjavur,Dr. Ganesh Rajesh,62,46,16,12,5,23,59,25,Floor 1,Block C,572201,878320,Yes,37,Fully Operational,4.6
DEPT0677,Cardiology,Tiruchirappalli,Dr. Mani Pandian,113,52,61,5,4,11,55,12,Floor 7,Block D,844929,1462676,No,28,Fully Operational,4.6
DEPT0678,Vascular Surgery,Tirunelveli,Dr. Anand Natarajan,87,44,43,18,15,19,53,10,Floor 6,Block A,1196366,2061478,Yes,23,Under Maintenance,4.9
DEPT0679,Pediatrics,Erode,Dr. Ramesh Balaji,135,45,90,21,6,20,28,26,Floor 7,Block Specialty Tower,1389067,1649904,No,31,Fully Operational,4.9
DEPT0680,Cardiology,Erode,Dr. Suresh Chandran,60,55,5,13,11,12,53,15,Floor 4,Block B,781018,981351,No,31,Fully Operational,4.5
DEPT0681,Cardiology,Chennai (Main),Dr. Aravind Pandian,108,106,2,23,14,12,52,24,Floor 4,Block A,1486477,2290206,No,68,Fully Operational,4.4
DEPT0682,Dermatology,Coimbatore,Dr. Vijay Sundaram,119,86,33,23,20,9,51,27,Floor 4,Block B,1145177,1675779,No,43,Inspection Due,4.5
DEPT0683,Psychiatry,Tirunelveli,Dr. Mani Venkatesh,130,88,42,16,14,20,36,27,Floor 5,Block D,982561,1748860,No,54,Under Maintenance,4.6
DEPT0684,Radiology & Imaging,Madurai,Dr. Aravind Balaji,142,36,106,10,4,19,47,9,Floor 2,Block A,448430,741386,No,63,Fully Operational,4.7
DEPT0685,Psychiatry,Madurai,Dr. Aravind Srinivasan,120,89,31,11,8,24,46,19,Floor 1,Block C,1482573,2706895,Yes,72,Fully Operational,4.2
DEPT0686,Ophthalmology,Chennai (Adyar),Dr. Siva Balaji,137,81,56,16,8,24,36,22,Floor 4,Block A,348929,442209,Yes,28,Fully Operational,4
DEPT0687,Endocrinology,Chennai (Adyar),Dr. Ramesh Kumar,57,15,42,24,9,6,47,23,Floor 7,Block Specialty Tower,1457943,1692160,No,65,Under Maintenance,4
DEPT0688,Oncology,Tirunelveli,Dr. Mani Swaminathan,95,50,45,7,2,8,58,11,Floor 1,Block Specialty Tower,1312567,2105835,Yes,16,Fully Operational,4.5
DEPT0689,Cardiothoracic Surgery,Tiruchirappalli,Dr. Murugan Rajesh,132,29,103,17,13,22,41,27,Floor 4,Block Emergency Wing,391665,499060,Yes,57,Fully Operational,4.8
DEPT0690,Rheumatology,Salem,Dr. Ashok Natarajan,56,18,38,6,5,11,32,19,Floor 3,Block Specialty Tower,834398,1353479,Yes,75,Fully Operational,4.5
DEPT0691,Cardiology,Coimbatore,Dr. Prabhu Sundaram,116,79,37,18,4,19,21,18,Floor 6,Block B,804434,1156490,Yes,26,Fully Operational,4.6
DEPT0692,Neurology,Coimbatore,Dr. Aravind Chelliah,75,73,2,12,3,20,15,11,Floor 2,Block D,649738,1085413,No,36,Fully Operational,4.2
DEPT0693,Anaesthesiology,Coimbatore,Dr. Vignesh Subramanian,90,78,12,23,10,12,25,23,Floor 7,Block Emergency Wing,871952,1204906,Yes,75,Under Maintenance,5
DEPT0694,Gynecology & Obstetrics,Tiruchirappalli,Dr. Siva Kumar,68,59,9,18,8,14,17,12,Floor 5,Block Emergency Wing,777044,1190373,Yes,59,Fully Operational,4.3
DEPT0695,Plastic Surgery,Tiruchirappalli,Dr. Saravanan Venkatesh,66,56,10,6,3,17,58,26,Floor 5,Block B,855639,1481959,Yes,53,Fully Operational,4.5
DEPT0696,Urology,Madurai,Dr. Aravind Krishnan,64,40,24,12,5,14,51,20,Floor 1,Block B,1071668,1422144,Yes,69,Fully Operational,4.2
DEPT0697,Vascular Surgery,Tirunelveli,Dr. Prakash Kumar,139,22,117,10,9,5,59,8,Floor 3,Block Specialty Tower,552051,651078,Yes,21,Fully Operational,4.4
DEPT0698,Nephrology,Coimbatore,Dr. Saravanan Murugesan,44,36,8,23,18,14,35,8,Floor 6,Block D,432335,621119,Yes,35,Under Maintenance,4.1
DEPT0699,Endocrinology,Erode,Dr. Saravanan Krishnan,62,61,1,17,7,15,45,13,Floor 3,Block Emergency Wing,367573,547252,No,45,Fully Operational,4.2
DEPT0700,Gynecology & Obstetrics,Tirunelveli,Dr. Dinesh Swaminathan,50,33,17,6,3,10,16,21,Floor 1,Block B,964882,1268801,No,21,Fully Operational,4.9
DEPT0701,Pulmonology,Chennai (Main),Dr. Vignesh Pandian,63,43,20,11,6,5,37,20,Floor 6,Block Emergency Wing,536109,775071,No,69,Fully Operational,4.4
DEPT0702,Endocrinology,Madurai,Dr. Mani Srinivasan,99,22,77,5,4,19,58,22,Floor 1,Block B,1290221,1860413,Yes,39,Fully Operational,4.7
DEPT0703,Oncology,Vellore,Dr. Vijay Swaminathan,137,25,112,17,11,12,28,9,Floor 4,Block A,1437718,1939872,No,34,Fully Operational,4.1
DEPT0704,Gynecology & Obstetrics,Salem,Dr. Vignesh Krishnan,77,16,61,22,8,7,54,8,Floor 1,Block Specialty Tower,1086872,1513276,Yes,25,Fully Operational,4.4
DEPT0705,General Medicine,Salem,Dr. Prabhu Chelliah,54,53,1,6,4,19,49,21,Floor 2,Block Emergency Wing,522873,892451,Yes,44,Fully Operational,4.3
DEPT0706,Oncology,Tiruchirappalli,Dr. Dinesh Natarajan,124,94,30,24,13,9,53,16,Floor 5,Block B,1360331,1613140,Yes,50,Fully Operational,4.4
DEPT0707,Pediatric Surgery,Erode,Dr. Karthik Krishnan,83,66,17,22,18,6,25,25,Floor 7,Block D,1406517,1658817,Yes,50,Fully Operational,4.8
DEPT0708,Emergency & ICU,Chennai (Main),Dr. Siva Subramanian,63,45,18,7,6,6,42,22,Floor 4,Block C,1011045,1295338,Yes,83,Fully Operational,4.8
DEPT0709,Gynecology & Obstetrics,Madurai,Dr. Prakash Balaji,43,14,29,7,5,17,30,21,Floor 3,Block Emergency Wing,1054849,1700391,Yes,68,Fully Operational,4.5
DEPT0710,Dermatology,Thanjavur,Dr. Suresh Pandian,135,15,120,5,3,11,41,21,Floor 1,Block A,496437,824200,No,48,Inspection Due,4.8
DEPT0711,Cardiology,Salem,Dr. Suresh Sundaram,148,146,2,16,6,18,51,16,Floor 7,Block Specialty Tower,1304802,1837445,Yes,42,Fully Operational,4.1
DEPT0712,Radiology & Imaging,Chennai (Adyar),Dr. Dinesh Srinivasan,95,66,29,22,20,21,42,26,Floor 3,Block D,506994,848413,Yes,52,Fully Operational,4.6
DEPT0713,Pediatric Surgery,Thanjavur,Dr. Vignesh Murugesan,115,51,64,16,11,22,56,26,Floor 4,Block A,814771,1279270,Yes,54,Fully Operational,4.6
DEPT0714,Ophthalmology,Madurai,Dr. Aravind Krishnan,96,32,64,18,13,13,38,28,Floor 1,Block Specialty Tower,1104406,1764502,Yes,64,Under Maintenance,4.2
DEPT0715,Emergency & ICU,Vellore,Dr. Dinesh Balaji,136,74,62,8,2,16,20,20,Floor 2,Block D,343815,539577,No,77,Fully Operational,4.4
DEPT0716,Psychiatry,Coimbatore,Dr. Senthil Srinivasan,51,36,15,24,22,10,35,13,Floor 7,Block B,890620,1396313,Yes,26,Fully Operational,5
DEPT0717,Cardiothoracic Surgery,Tiruchirappalli,Dr. Suresh Ganesan,114,93,21,12,2,7,35,16,Floor 6,Block C,743884,1054372,Yes,28,Fully Operational,4.6
DEPT0718,Dermatology,Madurai,Dr. Murugan Balaji,66,55,11,5,2,22,34,15,Floor 3,Block B,421246,552559,Yes,18,Fully Operational,4.5
DEPT0719,Emergency & ICU,Salem,Dr. Ashok Swaminathan,105,99,6,17,12,10,48,15,Floor 4,Block Emergency Wing,559383,996079,No,55,Under Maintenance,4.3
DEPT0720,General Medicine,Tirunelveli,Dr. Vignesh Sundaram,41,26,15,23,14,9,56,19,Floor 1,Block Emergency Wing,915973,1197602,No,15,Fully Operational,4.6
DEPT0721,Endocrinology,Vellore,Dr. Suresh Rajesh,98,95,3,23,5,6,50,15,Floor 5,Block B,795496,1283065,No,41,Fully Operational,4.6
DEPT0722,Radiology & Imaging,Salem,Dr. Dinesh Srinivasan,87,64,23,18,16,23,41,16,Floor 5,Block Emergency Wing,1274939,1922489,No,45,Inspection Due,4.9
DEPT0723,Orthopedics,Madurai,Dr. Sundar Balaji,129,17,112,19,16,11,31,29,Floor 6,Block Specialty Tower,1478321,2299350,Yes,25,Fully Operational,4.4
DEPT0724,Endocrinology,Vellore,Dr. Prabhu Subramanian,86,52,34,4,3,5,22,23,Floor 2,Block D,1436469,1726508,No,28,Fully Operational,5
DEPT0725,Cardiology,Tirunelveli,Dr. Ganesh Chelliah,46,24,22,13,9,18,40,17,Floor 1,Block Emergency Wing,1449645,2118041,Yes,82,Fully Operational,4.3
DEPT0726,Vascular Surgery,Vellore,Dr. Ramesh Swaminathan,112,36,76,20,8,15,54,14,Floor 4,Block C,1182622,1868440,Yes,16,Fully Operational,4
DEPT0727,Emergency & ICU,Tirunelveli,Dr. Vignesh Krishnan,120,95,25,5,3,12,59,25,Floor 4,Block Specialty Tower,482075,577450,No,23,Under Maintenance,4.9
DEPT0728,Pediatric Surgery,Tirunelveli,Dr. Sundar Sundaram,43,35,8,7,3,7,15,24,Floor 7,Block Specialty Tower,536591,755635,No,43,Fully Operational,4.1
DEPT0729,Psychiatry,Tirunelveli,Dr. Prabhu Krishnan,89,35,54,17,15,18,39,11,Floor 4,Block B,579373,799739,Yes,29,Under Maintenance,4.7
DEPT0730,Cardiology,Erode,Dr. Karthik Chelliah,72,13,59,10,2,20,19,9,Floor 4,Block C,1163601,1634791,Yes,33,Fully Operational,4.2
DEPT0731,Pediatrics,Madurai,Dr. Karthik Murugesan,135,17,118,11,4,10,58,14,Floor 1,Block Emergency Wing,1285848,1714093,Yes,83,Fully Operational,4.7
DEPT0732,General Medicine,Chennai (Main),Dr. Sundar Natarajan,92,26,66,17,9,13,54,20,Floor 1,Block C,1431899,2278932,Yes,79,Fully Operational,4.6
DEPT0733,Endocrinology,Salem,Dr. Saravanan Chandran,70,21,49,6,3,20,20,22,Floor 7,Block Emergency Wing,666099,1136307,Yes,43,Fully Operational,4.9
DEPT0734,Urology,Vellore,Dr. Ganesh Murugesan,85,82,3,23,22,14,36,16,Floor 5,Block Emergency Wing,1316487,1634403,Yes,74,Fully Operational,4.3
DEPT0735,Radiology & Imaging,Tiruchirappalli,Dr. Anand Krishnan,129,62,67,9,4,14,53,9,Floor 7,Block D,1034543,1751971,Yes,14,Fully Operational,4.4
DEPT0736,Orthopedics,Salem,Dr. Saravanan Krishnan,94,84,10,6,4,17,22,27,Floor 2,Block B,479729,688696,Yes,18,Fully Operational,4.5
DEPT0737,Neurology,Vellore,Dr. Kannan Sundaram,77,28,49,17,16,19,17,12,Floor 5,Block B,1459695,2666113,Yes,23,Fully Operational,4.8
DEPT0738,ENT,Chennai (Adyar),Dr. Vignesh Kumar,135,131,4,20,6,24,30,14,Floor 7,Block B,1339089,2419036,Yes,59,Fully Operational,4.9
DEPT0739,Urology,Erode,Dr. Saravanan Swaminathan,68,20,48,8,2,8,29,26,Floor 6,Block B,1044976,1286587,Yes,83,Fully Operational,5
DEPT0740,Anaesthesiology,Chennai (Adyar),Dr. Kannan Swaminathan,117,65,52,19,17,21,21,19,Floor 2,Block B,558946,818748,Yes,79,Inspection Due,4.1
DEPT0741,Psychiatry,Coimbatore,Dr. Siva Krishnan,119,29,90,6,5,23,33,11,Floor 1,Block B,998508,1204126,No,39,Fully Operational,4.8
DEPT0742,Pediatric Surgery,Chennai (Main),Dr. Prabhu Kumar,113,91,22,22,8,23,38,22,Floor 1,Block B,1059987,1705909,Yes,14,Fully Operational,4.6
DEPT0743,Rheumatology,Tiruchirappalli,Dr. Prakash Balaji,114,22,92,17,13,12,39,25,Floor 3,Block D,994793,1488827,Yes,23,Fully Operational,5
DEPT0744,Psychiatry,Madurai,Dr. Anand Raman,74,32,42,13,2,10,49,26,Floor 4,Block Emergency Wing,941447,1593495,Yes,16,Fully Operational,4.6
DEPT0745,Pulmonology,Thanjavur,Dr. Vijay Swaminathan,84,51,33,24,15,13,25,25,Floor 3,Block A,621546,740070,No,24,Inspection Due,4.4
DEPT0746,Endocrinology,Madurai,Dr. Prakash Natarajan,131,10,121,8,3,14,48,11,Floor 2,Block B,1400620,2124139,Yes,84,Under Maintenance,4.2
DEPT0747,Psychiatry,Salem,Dr. Ganesh Krishnan,120,31,89,14,4,21,38,11,Floor 2,Block B,411597,727983,Yes,67,Fully Operational,4.8
DEPT0748,Rheumatology,Thanjavur,Dr. Vignesh Venkatesh,43,40,3,8,7,9,41,15,Floor 1,Block D,1133272,1993751,Yes,24,Fully Operational,4.9
DEPT0749,Anaesthesiology,Vellore,Dr. Anand Murugesan,58,40,18,14,11,15,37,10,Floor 6,Block C,515192,625684,Yes,59,Fully Operational,4.5
DEPT0750,Rheumatology,Tirunelveli,Dr. Siva Rajesh,135,19,116,16,8,22,37,11,Floor 4,Block A,720091,1184080,Yes,77,Fully Operational,4.5
DEPT0751,Gynecology & Obstetrics,Tirunelveli,Dr. Aravind Ganesan,102,74,28,10,4,17,40,19,Floor 4,Block Specialty Tower,1329517,2095256,Yes,47,Fully Operational,4.7
DEPT0752,Pediatric Surgery,Vellore,Dr. Arun Balaji,80,46,34,4,3,19,46,15,Floor 1,Block B,645564,986127,No,83,Fully Operational,4.4
DEPT0753,ENT,Tiruchirappalli,Dr. Arun Venkatesh,56,40,16,10,2,10,36,22,Floor 5,Block B,1238481,1466843,Yes,75,Fully Operational,4.3
DEPT0754,Neurology,Coimbatore,Dr. Arun Murugesan,137,23,114,18,5,6,50,26,Floor 1,Block Specialty Tower,928556,1600287,No,22,Fully Operational,4.5
DEPT0755,Emergency & ICU,Tirunelveli,Dr. Vijay Chandran,143,12,131,5,4,12,59,14,Floor 1,Block D,1496845,1942875,Yes,17,Fully Operational,4.1
DEPT0756,Neurology,Madurai,Dr. Suresh Balaji,96,40,56,9,4,19,43,10,Floor 3,Block C,1099131,1488886,Yes,19,Under Maintenance,5
DEPT0757,Gastroenterology,Vellore,Dr. Murugan Rajesh,63,53,10,19,14,9,50,28,Floor 7,Block D,1401332,2233666,Yes,15,Fully Operational,4.9
DEPT0758,Radiology & Imaging,Salem,Dr. Karthik Krishnan,73,65,8,14,4,14,20,13,Floor 7,Block D,1197428,1636825,No,65,Fully Operational,4.8
DEPT0759,Gynecology & Obstetrics,Tirunelveli,Dr. Anand Srinivasan,117,46,71,20,3,13,58,26,Floor 6,Block A,858867,1432304,Yes,28,Under Maintenance,4.3
DEPT0760,Urology,Chennai (Adyar),Dr. Kannan Subramanian,75,57,18,18,15,16,17,17,Floor 6,Block Specialty Tower,1391213,1659962,Yes,67,Under Maintenance,4.7
DEPT0761,Cardiothoracic Surgery,Thanjavur,Dr. Sundar Murugesan,81,20,61,19,10,19,28,26,Floor 7,Block A,413123,705162,Yes,17,Fully Operational,4.2
DEPT0762,Pulmonology,Thanjavur,Dr. Prabhu Murugesan,101,57,44,7,6,12,15,13,Floor 7,Block D,1384148,1908690,Yes,56,Fully Operational,4.6
DEPT0763,Pediatrics,Chennai (Main),Dr. Mani Srinivasan,108,40,68,9,4,20,26,27,Floor 2,Block B,953302,1125640,No,36,Fully Operational,4.1
DEPT0764,Psychiatry,Erode,Dr. Senthil Kumar,100,59,41,9,5,12,59,15,Floor 3,Block Specialty Tower,1331830,1941942,No,58,Fully Operational,4.8
DEPT0765,Emergency & ICU,Coimbatore,Dr. Aravind Chelliah,140,137,3,14,7,22,49,13,Floor 3,Block Specialty Tower,1281124,2000879,Yes,47,Fully Operational,4.4
DEPT0766,Radiology & Imaging,Salem,Dr. Suresh Kumar,114,90,24,10,8,5,39,15,Floor 5,Block Specialty Tower,867922,1496948,Yes,68,Fully Operational,4.7
DEPT0767,Cardiothoracic Surgery,Tiruchirappalli,Dr. Ashok Srinivasan,78,22,56,19,13,11,41,20,Floor 5,Block C,1311918,1733343,No,60,Fully Operational,4.9
DEPT0768,ENT,Thanjavur,Dr. Ramesh Subramanian,121,59,62,18,5,23,36,28,Floor 5,Block B,815303,1065402,No,73,Fully Operational,4.8
DEPT0769,Dermatology,Vellore,Dr. Karthik Raman,43,23,20,7,3,12,28,27,Floor 1,Block B,1079824,1349348,Yes,30,Under Maintenance,4.7
DEPT0770,Pediatrics,Erode,Dr. Ganesh Pandian,143,114,29,21,4,21,29,28,Floor 3,Block A,1071687,1684730,Yes,70,Fully Operational,4
DEPT0771,Cardiology,Chennai (Adyar),Dr. Aravind Balaji,98,12,86,20,15,18,52,10,Floor 1,Block Specialty Tower,813168,1221399,Yes,43,Fully Operational,4.9
DEPT0772,Pulmonology,Thanjavur,Dr. Ganesh Venkatesh,115,31,84,19,13,15,34,26,Floor 1,Block C,385186,561043,No,70,Under Maintenance,4.4
DEPT0773,Ophthalmology,Madurai,Dr. Dinesh Natarajan,130,81,49,18,12,11,22,17,Floor 2,Block D,965582,1240445,No,56,Fully Operational,4.6
DEPT0774,General Medicine,Tiruchirappalli,Dr. Anand Murugesan,47,25,22,9,3,14,51,19,Floor 4,Block A,1000461,1768897,Yes,53,Fully Operational,4.3
DEPT0775,Nephrology,Chennai (Adyar),Dr. Aravind Murugesan,92,10,82,7,2,8,45,9,Floor 3,Block Emergency Wing,848297,1363017,Yes,31,Fully Operational,4.1
DEPT0776,Orthopedics,Tirunelveli,Dr. Siva Rajesh,148,49,99,10,9,12,32,16,Floor 6,Block C,1207235,2104574,Yes,82,Fully Operational,4.4
DEPT0777,Neurology,Salem,Dr. Sundar Sundaram,104,26,78,16,9,11,23,18,Floor 3,Block B,344845,504295,Yes,38,Fully Operational,4.1
DEPT0778,Neurology,Madurai,Dr. Saravanan Srinivasan,99,93,6,12,8,17,32,24,Floor 1,Block A,1107359,1657813,No,29,Inspection Due,4.1
DEPT0779,Vascular Surgery,Coimbatore,Dr. Saravanan Raman,78,76,2,20,4,17,21,10,Floor 7,Block Emergency Wing,1121681,1426772,Yes,48,Fully Operational,4.4
DEPT0780,Radiology & Imaging,Madurai,Dr. Siva Ganesan,53,43,10,16,2,24,53,16,Floor 4,Block B,1408062,1650929,Yes,64,Fully Operational,4.8
DEPT0781,Urology,Thanjavur,Dr. Siva Natarajan,131,50,81,18,13,17,56,27,Floor 5,Block A,436774,741855,Yes,24,Fully Operational,4.3
DEPT0782,Rheumatology,Erode,Dr. Vijay Natarajan,137,61,76,13,5,22,35,23,Floor 3,Block B,957739,1748446,Yes,27,Fully Operational,5
DEPT0783,General Medicine,Chennai (Main),Dr. Prakash Subramanian,54,45,9,18,7,18,47,16,Floor 3,Block C,809622,1270107,No,38,Fully Operational,4.6
DEPT0784,Dermatology,Tirunelveli,Dr. Vijay Rajesh,76,54,22,19,17,6,15,25,Floor 2,Block Specialty Tower,1277639,1695056,Yes,57,Fully Operational,5
DEPT0785,Plastic Surgery,Salem,Dr. Vignesh Rajesh,73,70,3,22,11,8,58,25,Floor 7,Block D,899255,1247583,Yes,80,Under Maintenance,4.5
DEPT0786,General Medicine,Madurai,Dr. Mani Sundaram,119,14,105,22,5,10,40,24,Floor 7,Block A,1278476,1885348,No,18,Fully Operational,4.9
DEPT0787,Rheumatology,Madurai,Dr. Vignesh Swaminathan,60,50,10,22,7,8,57,17,Floor 3,Block A,981398,1197462,No,67,Fully Operational,4.7
DEPT0788,Anaesthesiology,Tirunelveli,Dr. Senthil Srinivasan,74,67,7,21,15,7,42,14,Floor 7,Block Emergency Wing,1126862,1488540,Yes,45,Fully Operational,4.5
DEPT0789,Rheumatology,Salem,Dr. Vignesh Chelliah,108,73,35,7,4,22,56,24,Floor 6,Block Specialty Tower,1483759,1840563,Yes,43,Fully Operational,4.9
DEPT0790,Oncology,Tiruchirappalli,Dr. Aravind Krishnan,70,12,58,24,4,10,42,17,Floor 5,Block Specialty Tower,704696,989083,Yes,48,Fully Operational,4
DEPT0791,Psychiatry,Tirunelveli,Dr. Vignesh Kumar,102,34,68,7,3,11,27,17,Floor 7,Block B,1221887,1802099,Yes,25,Inspection Due,4.9
DEPT0792,Cardiothoracic Surgery,Erode,Dr. Prakash Krishnan,40,39,1,15,10,10,42,20,Floor 2,Block A,952160,1752285,No,65,Under Maintenance,4.9
DEPT0793,Nephrology,Tirunelveli,Dr. Ramesh Murugesan,75,66,9,13,4,18,59,22,Floor 2,Block Emergency Wing,494499,717283,Yes,19,Fully Operational,4.8
DEPT0794,Gastroenterology,Tiruchirappalli,Dr. Prabhu Srinivasan,84,35,49,9,4,8,31,26,Floor 3,Block Emergency Wing,1002221,1388771,Yes,10,Inspection Due,4.4
